title,price,link_item,index_,discount_idx,discount_percent_list,countReviews,type,category,official_idx,official
Xe máy Yamaha XS155R chính hãng Yamaha,84.000.000 ₫,https://www.lazada.vn/products/xe-may-yamaha-xs155r-chinh-hang-yamaha-i2303872772.html,19,19,,Bắc Ninh,lazada,bike,19,Official
Xe máy Yamaha Jupiter Finn phiên bản tiêu chuẩn,27.300.000 ₫,https://www.lazada.vn/products/xe-may-yamaha-jupiter-finn-phien-ban-tieu-chuan-i2398175927.html,20,20,,Hồ Chí Minh,lazada,bike,20,
Xe máy điện VinFast Klara S (2022),35.000.000 ₫,https://www.lazada.vn/products/xe-may-dien-vinfast-klara-s-2022-i1884256916.html,21,21,,"61 Đã bán
(10)
Hà Nội",lazada,bike,21,Official
Xe máy Honda WAVE ALPHA phiên bản Cổ Điển,19.842.000 ₫,https://www.lazada.vn/products/xe-may-honda-wave-alpha-phien-ban-co-dien-i2483674395.html,22,22,8% Off,Hồ Chí Minh,lazada,bike,22,Official
Xe Máy Honda Wave ALPHA phiên bản tiêu chuẩn 2024,18.765.000 ₫,https://www.lazada.vn/products/xe-may-honda-wave-alpha-phien-ban-tieu-chuan-2024-i898078179.html,23,23,,"199 Đã bán
(70)
Hồ Chí Minh",lazada,bike,23,
【Exclusive Offer】 Scooter Final Drive Gear 31t/15t 17t 34t/13t 14t For Yamaha Axis 50 Breeze Jog R Neo's Why Zest Ye Minarelli 50cc 3kj Ac 2t,296.800 ₫,https://www.lazada.vn/products/exclusive-offer-scooter-final-drive-gear-31t15t-17t-34t13t-14t-for-yamaha-axis-50-breeze-jog-r-neos-why-zest-ye-minarelli-50cc-3kj-ac-2t-i2548129498.html,24,24,26% Off,Nước ngoài,lazada,bike,24,
[TRẢ GÓP 0%] Xe Đạp Điện YADEA XBULL Học Sinh Nhỏ Gọn 75Km Một Lần Sạc - Bảo Hành 2 Năm,13.990.000 ₫,https://www.lazada.vn/products/tra-gop-0-xe-dap-dien-yadea-xbull-hoc-sinh-nho-gon-75km-mot-lan-sac-bao-hanh-2-nam-i2526551339.html,25,25,22% Off,Hà Nội,lazada,bike,25,Official
Xe Máy Honda LEAD 2023 - Phiên Bản Đặc Biệt,42.690.000 ₫,https://www.lazada.vn/products/xe-may-honda-lead-2023-phien-ban-dac-biet-i2275434057.html,26,26,3% Off,"(2)
Hồ Chí Minh",lazada,bike,26,
Super Cub C125 PHIÊN BẢN ĐẶC BIỆT,118.900.000 ₫,https://www.lazada.vn/products/super-cub-c125-phien-ban-dac-biet-i2243978401.html,27,27,14% Off,Hồ Chí Minh,lazada,bike,27,Official
Xe máy Honda AIR BLADE 125 phiên bản Đặc Biệt,43.835.000 ₫,https://www.lazada.vn/products/xe-may-honda-air-blade-125-phien-ban-dac-biet-i2243897891.html,28,28,1% Off,Hồ Chí Minh,lazada,bike,28,Official
Xe máy Honda SH 350i phiên bản Cao cấp,134.210.000 ₫,https://www.lazada.vn/products/xe-may-honda-sh-350i-phien-ban-cao-cap-i2243982918.html,29,29,1% Off,Hồ Chí Minh,lazada,bike,29,Official
Xe máy Honda Wave RSX 2024,22.090.000 ₫,https://www.lazada.vn/products/xe-may-honda-wave-rsx-2024-i2580598089.html,30,30,5% Off,Hồ Chí Minh,lazada,bike,30,Official
[HCM]XE ĐẠP ĐIỆN DKBIKE SPARTA,15.600.000 ₫,https://www.lazada.vn/products/hcmxe-dap-dien-dkbike-sparta-i1227888858.html,31,31,,"(1)
Hồ Chí Minh",lazada,bike,31,
Xe máy Honda CBR150R,68.575.000 ₫,https://www.lazada.vn/products/xe-may-honda-cbr150r-i2244407367.html,32,32,5% Off,Hồ Chí Minh,lazada,bike,32,Official
XE MÁY ĐIỆN YAMAHA NEO'S - CHÍNH HÃNG YAMAHA - Yamaha Town Hương Quỳnh Bắc Ninh,35.000.000 ₫,https://www.lazada.vn/products/xe-may-dien-yamaha-neos-chinh-hang-yamaha-yamaha-town-huong-quynh-bac-ninh-i2308616265.html,33,33,30% Off,Bắc Ninh,lazada,bike,33,Official
[Trả góp 0%] Xe ga Vespa Primavera RED 125cc,85.700.000 ₫,https://www.lazada.vn/products/tra-gop-0-xe-ga-vespa-primavera-red-125cc-i1524419813.html,34,34,,Hà Nội,lazada,bike,34,Official
Xe máy điện VinFast Theon S 2022,63.000.000 ₫,https://www.lazada.vn/products/xe-may-dien-vinfast-theon-s-2022-i1884148888.html,35,35,,"13 Đã bán
(0)
Hà Nội",lazada,bike,35,Official
XE MÁY YAMAHA SIRIUS PHIÊN BẢN VÀNH ĐÚC PHANH ĐĨA - CHÍNH HÃNG YAMAHA - Yamaha Town Hương Quỳnh Bắc Ninh,22.300.000 ₫,https://www.lazada.vn/products/xe-may-yamaha-sirius-phien-ban-vanh-duc-phanh-dia-chinh-hang-yamaha-yamaha-town-huong-quynh-bac-ninh-i2308324494.html,36,36,,Bắc Ninh,lazada,bike,36,Official
[HCM]XE ĐẠP ĐIỆN JVC ECO NEO,14.790.000 ₫,https://www.lazada.vn/products/hcmxe-dap-dien-jvc-eco-neo-i1220012774.html,37,37,,Hồ Chí Minh,lazada,bike,37,
Xe máy Honda VISION phiên bản Cổ Điển,36.629.000 ₫,https://www.lazada.vn/products/xe-may-honda-vision-phien-ban-co-dien-i2483388944.html,38,38,9% Off,Hồ Chí Minh,lazada,bike,38,Official
[HCM]XE ĐẠP ĐIỆN JVC G10 - 18INCH PLUS,12.590.000 ₫,https://www.lazada.vn/products/hcmxe-dap-dien-jvc-g10-18inch-plus-i1225707590.html,39,39,,Hồ Chí Minh,lazada,bike,39,
Xe Máy Honda SH350 2022 - Phiên Bản Cao Cấp,134.071.000 ₫,https://www.lazada.vn/products/xe-may-honda-sh350-2022-phien-ban-cao-cap-i1843301372.html,40,40,,Hồ Chí Minh,lazada,bike,40,
Xe máy Honda LEAD phiên bản Đặc biệt,42.600.000 ₫,https://www.lazada.vn/products/xe-may-honda-lead-phien-ban-dac-biet-i2244015318.html,1,1,4% Off,Hồ Chí Minh,lazada,bike,1,Official
Xe Máy Điện YADEA OSSY Phiên Bản 2024 - Xe Điện YADEA OSSY - Bảo Hành 2 Năm,21.990.000 ₫,https://www.lazada.vn/products/xe-may-dien-yadea-ossy-phien-ban-2024-xe-dien-yadea-ossy-bao-hanh-2-nam-i2654241589.html,2,2,12% Off,Hà Nội,lazada,bike,2,Official
Xe máy Honda SH 125i phiên bản Đặc biệt,79.375.000 ₫,https://www.lazada.vn/products/xe-may-honda-sh-125i-phien-ban-dac-biet-i2244276481.html,3,3,8% Off,Hồ Chí Minh,lazada,bike,3,Official
Xe máy Honda Future 125 FI 2024,35.905.000 ₫,https://www.lazada.vn/products/xe-may-honda-future-125-fi-2024-i2554940844.html,4,4,2% Off,Hồ Chí Minh,lazada,bike,4,Official
Xe máy Honda WAVE ALPHA 110cc phiên bản Tiêu chuẩn 2023,18.914.000 ₫,https://www.lazada.vn/products/xe-may-honda-wave-alpha-110cc-phien-ban-tieu-chuan-2023-i2402147354.html,5,5,8% Off,Hồ Chí Minh,lazada,bike,5,Official
Xe máy Honda VARIO 160,44.595.000 ₫,https://www.lazada.vn/products/xe-may-honda-vario-160-i2243997897.html,6,6,10% Off,Hồ Chí Minh,lazada,bike,6,Official
Xe máy Honda WAVE ALPHA 110cc phiên bản Đặc biệt 2023,19.732.000 ₫,https://www.lazada.vn/products/xe-may-honda-wave-alpha-110cc-phien-ban-dac-biet-2023-i2402102513.html,7,7,6% Off,Hồ Chí Minh,lazada,bike,7,Official
Xe máy Honda BLADE phiên bản Tiêu chuẩn 2023,18.240.000 ₫,https://www.lazada.vn/products/xe-may-honda-blade-phien-ban-tieu-chuan-2023-i2402052684.html,8,8,10% Off,Hồ Chí Minh,lazada,bike,8,Official
Xe máy Honda BLADE phiên bản Thể thao 2023,21.515.000 ₫,https://www.lazada.vn/products/xe-may-honda-blade-phien-ban-the-thao-2023-i2402030700.html,9,9,5% Off,Hồ Chí Minh,lazada,bike,9,Official
Xe máy điện VinFast EVO 200,18.000.000 ₫,https://www.lazada.vn/products/xe-may-dien-vinfast-evo-200-i2020739123.html,10,10,,"281 Đã bán
(80)
Hà Nội",lazada,bike,10,Official
Xe máy Honda SH 160i 2024,94.910.000 ₫,https://www.lazada.vn/products/xe-may-honda-sh-160i-2024-i2489435392.html,11,11,,Hồ Chí Minh,lazada,bike,11,Official
Xe máy Honda SH 125i 2024,75.470.000 ₫,https://www.lazada.vn/products/xe-may-honda-sh-125i-2024-i2489352729.html,12,12,3% Off,Hồ Chí Minh,lazada,bike,12,Official
Xe Máy Điện Mavericks N1S N7 Rùa Nhỏ Cưỡi Tốc Độ Cải Trang Msp Đảo Ngược Giảm Xóc Phía Sau Thủy Lực Giảm Xóc Phía Sau,671.000 ₫,https://www.lazada.vn/products/xe-may-dien-mavericks-n1s-n7-rua-nho-cuoi-toc-do-cai-trang-msp-dao-nguoc-giam-xoc-phia-sau-thuy-luc-giam-xoc-phia-sau-i2525070568.html,13,13,,Nước ngoài,lazada,bike,13,
Xe máy điện VinFast EVO200 Lite,18.000.000 ₫,https://www.lazada.vn/products/xe-may-dien-vinfast-evo200-lite-i2020937836.html,14,14,,"703 Đã bán
(282)
Hà Nội",lazada,bike,14,Official
Xe máy Honda SH 350i phiên bản Cao cấp,134.210.000 ₫,https://www.lazada.vn/products/xe-may-honda-sh-350i-phien-ban-cao-cap-i2243982918.html,15,15,1% Off,Hồ Chí Minh,lazada,bike,15,Official
Xe Máy Honda Airblade 125 Phiên bản đặc biệt (2023)(Phanh CBS) MỚI,42.500.000 ₫,https://www.lazada.vn/products/xe-may-honda-airblade-125-phien-ban-dac-biet-2023phanh-cbs-moi-i1646032951.html,16,16,,Hồ Chí Minh,lazada,bike,16,
Xe máy Honda AIR BLADE 125 phiên bản Đặc Biệt,43.835.000 ₫,https://www.lazada.vn/products/xe-may-honda-air-blade-125-phien-ban-dac-biet-i2243897891.html,17,17,1% Off,Hồ Chí Minh,lazada,bike,17,Official
Xe máy Yamaha Jupiter Finn phiên bản tiêu chuẩn,27.300.000 ₫,https://www.lazada.vn/products/xe-may-yamaha-jupiter-finn-phien-ban-tieu-chuan-i2398175927.html,18,18,,Hồ Chí Minh,lazada,bike,18,
Xe máy Honda WAVE ALPHA phiên bản Cổ Điển,19.842.000 ₫,https://www.lazada.vn/products/xe-may-honda-wave-alpha-phien-ban-co-dien-i2483674395.html,19,19,8% Off,Hồ Chí Minh,lazada,bike,19,Official
[TRẢ GÓP 0%] Xe Đạp Điện YADEA XBULL Học Sinh Nhỏ Gọn 75Km Một Lần Sạc - Bảo Hành 2 Năm,13.990.000 ₫,https://www.lazada.vn/products/tra-gop-0-xe-dap-dien-yadea-xbull-hoc-sinh-nho-gon-75km-mot-lan-sac-bao-hanh-2-nam-i2526551339.html,20,20,22% Off,Hà Nội,lazada,bike,20,Official
Xe máy Honda Wave RSX 2024,22.090.000 ₫,https://www.lazada.vn/products/xe-may-honda-wave-rsx-2024-i2580598089.html,21,21,5% Off,Hồ Chí Minh,lazada,bike,21,Official
Xe Máy Yamaha Freego S 2024 Phiên Bản ABS,30.200.000 ₫,https://www.lazada.vn/products/xe-may-yamaha-freego-s-2024-phien-ban-abs-i2526644344.html,22,22,,Hồ Chí Minh,lazada,bike,22,
Xe máy Honda VISION phiên bản Cổ Điển,36.629.000 ₫,https://www.lazada.vn/products/xe-may-honda-vision-phien-ban-co-dien-i2483388944.html,23,23,9% Off,Hồ Chí Minh,lazada,bike,23,Official
Xe Máy Honda LEAD 2023 - Phiên Bản Đặc Biệt,42.690.000 ₫,https://www.lazada.vn/products/xe-may-honda-lead-2023-phien-ban-dac-biet-i2275434057.html,24,24,3% Off,"(2)
Hồ Chí Minh",lazada,bike,24,
Xe máy Yamaha XS155R chính hãng Yamaha,84.000.000 ₫,https://www.lazada.vn/products/xe-may-yamaha-xs155r-chinh-hang-yamaha-i2303872772.html,25,25,,Bắc Ninh,lazada,bike,25,Official
Xe máy yamaha Jupiter Finn (trả góp 0%)Chỉ giao xe tại Hà Nội,27.500.000 ₫,https://www.lazada.vn/products/xe-may-yamaha-jupiter-finn-tra-gop-0chi-giao-xe-tai-ha-noi-i1447484255.html,26,26,,Hà Nội,lazada,bike,26,
Xe máy Honda LEAD phiên bản Cao cấp,40.100.000 ₫,https://www.lazada.vn/products/xe-may-honda-lead-phien-ban-cao-cap-i2243981544.html,27,27,3% Off,"(1)
Hồ Chí Minh",lazada,bike,27,Official
Xe máy Honda SH MODE 2024,61.139.000 ₫,https://www.lazada.vn/products/xe-may-honda-sh-mode-2024-i2493047086.html,28,28,4% Off,"(1)
Hồ Chí Minh",lazada,bike,28,Official
Xe máy Honda CBR150R,68.575.000 ₫,https://www.lazada.vn/products/xe-may-honda-cbr150r-i2244407367.html,29,29,5% Off,Hồ Chí Minh,lazada,bike,29,Official
Super Cub C125 PHIÊN BẢN ĐẶC BIỆT,118.900.000 ₫,https://www.lazada.vn/products/super-cub-c125-phien-ban-dac-biet-i2243978401.html,30,30,14% Off,Hồ Chí Minh,lazada,bike,30,Official
【Exclusive Offer】 Scooter Final Drive Gear 31t/15t 17t 34t/13t 14t For Yamaha Axis 50 Breeze Jog R Neo's Why Zest Ye Minarelli 50cc 3kj Ac 2t,296.800 ₫,https://www.lazada.vn/products/exclusive-offer-scooter-final-drive-gear-31t15t-17t-34t13t-14t-for-yamaha-axis-50-breeze-jog-r-neos-why-zest-ye-minarelli-50cc-3kj-ac-2t-i2548129498.html,31,31,26% Off,Nước ngoài,lazada,bike,31,
Xe Máy Honda Wave ALPHA phiên bản tiêu chuẩn 2024,18.765.000 ₫,https://www.lazada.vn/products/xe-may-honda-wave-alpha-phien-ban-tieu-chuan-2024-i898078179.html,32,32,,"199 Đã bán
(70)
Hồ Chí Minh",lazada,bike,32,
Xe máy điện VinFast Klara S (2022),35.000.000 ₫,https://www.lazada.vn/products/xe-may-dien-vinfast-klara-s-2022-i1884256916.html,33,33,,"61 Đã bán
(10)
Hà Nội",lazada,bike,33,Official
2 Hành Trình 43cc 47cc 49cc Xe Máy Căng Thẳng Khởi Động Phát Thay Thế,165.265 ₫,https://www.lazada.vn/products/2-hanh-trinh-43cc-47cc-49cc-xe-may-cang-thang-khoi-dong-phat-thay-the-i2547497944.html,34,34,20% Off,Nước ngoài,lazada,bike,34,
Winshiel Yamaha Aerox/NVX 155 Mới & Cũ,344.000 ₫,https://www.lazada.vn/products/winshiel-yamaha-aeroxnvx-155-moi-cu-i2165772258.html,35,35,,Nước ngoài,lazada,bike,35,
Xe máy Yamaha PG-1 - Chính hãng YAMAHA,32.000.000 ₫,https://www.lazada.vn/products/xe-may-yamaha-pg-1-chinh-hang-yamaha-i2501438441.html,36,36,9% Off,Bắc Ninh,lazada,bike,36,Official
Xe máy điện VinFast Vento S 2022,50.000.000 ₫,https://www.lazada.vn/products/xe-may-dien-vinfast-vento-s-2022-i1884337385.html,37,37,,"21 Đã bán
(2)
Hà Nội",lazada,bike,37,Official
Xe máy điện VinFast Theon S 2022,63.000.000 ₫,https://www.lazada.vn/products/xe-may-dien-vinfast-theon-s-2022-i1884148888.html,38,38,,"13 Đã bán
(0)
Hà Nội",lazada,bike,38,Official
XE MÁY ĐIỆN YAMAHA NEO'S - CHÍNH HÃNG YAMAHA - Yamaha Town Hương Quỳnh Bắc Ninh,35.000.000 ₫,https://www.lazada.vn/products/xe-may-dien-yamaha-neos-chinh-hang-yamaha-yamaha-town-huong-quynh-bac-ninh-i2308616265.html,39,39,30% Off,Bắc Ninh,lazada,bike,39,Official
Xe máy điện VinFast Feliz S 2022,27.000.000 ₫,https://www.lazada.vn/products/xe-may-dien-vinfast-feliz-s-2022-i1884358237.html,40,40,,"215 Đã bán
(49)
Hà Nội",lazada,bike,40,Official
XE MÁY YAMAHA SIRIUS PHIÊN BẢN VÀNH ĐÚC PHANH ĐĨA - CHÍNH HÃNG YAMAHA - Yamaha Town Hương Quỳnh Bắc Ninh,22.300.000 ₫,https://www.lazada.vn/products/xe-may-yamaha-sirius-phien-ban-vanh-duc-phanh-dia-chinh-hang-yamaha-yamaha-town-huong-quynh-bac-ninh-i2308324494.html,1,1,,Bắc Ninh,lazada,bike,1,Official
Xe Máy Honda SH350 2022 - Phiên Bản Cao Cấp,134.071.000 ₫,https://www.lazada.vn/products/xe-may-honda-sh350-2022-phien-ban-cao-cap-i1843301372.html,2,2,,Hồ Chí Minh,lazada,bike,2,
[TRẢ GÓP 0%] Xe Máy Điện Yadea Ocean Thiết Kế Tinh Tế 80Km Một Lần Sạc Dung Tích Cốp 18 L - Bảo Hành 2 Năm,16.990.000 ₫,https://www.lazada.vn/products/tra-gop-0-xe-may-dien-yadea-ocean-thiet-ke-tinh-te-80km-mot-lan-sac-dung-tich-cop-18-l-bao-hanh-2-nam-i2506445124.html,3,3,15% Off,"(1)
Hà Nội",lazada,bike,3,Official
[TRẢ GÓP 0%] Xe Đạp Điện YADEA i8 Nhỏ Gọn 76Km Một Lần Sạc- Xe Đạp Điện Yadea I8 Thiết Kế Trẻ Trung - Bảo Hành 2 Năm,13.990.000 ₫,https://www.lazada.vn/products/tra-gop-0-xe-dap-dien-yadea-i8-nho-gon-76km-mot-lan-sac-xe-dap-dien-yadea-i8-thiet-ke-tre-trung-bao-hanh-2-nam-i2503269301.html,4,4,13% Off,"(2)
Hà Nội",lazada,bike,4,Official
Xe máy Honda Winner X 2024,38.592.000 ₫,https://www.lazada.vn/products/xe-may-honda-winner-x-2024-i2555801407.html,5,5,16% Off,Hồ Chí Minh,lazada,bike,5,Official
[TRẢ GÓP 0%] Xe Máy Điện YADEA VOLTGUARD Dung Lượng Pin 72V26Ah - Xe Điện YADEA VOLTGUARD - Bảo Hành 2 Năm,26.490.000 ₫,https://www.lazada.vn/products/tra-gop-0-xe-may-dien-yadea-voltguard-dung-luong-pin-72v26ah-xe-dien-yadea-voltguard-bao-hanh-2-nam-i2407683055.html,6,6,25% Off,Hà Nội,lazada,bike,6,Official
Xe máy Honda SH MODE phiên bản Tiêu chuẩn,59.825.000 ₫,https://www.lazada.vn/products/xe-may-honda-sh-mode-phien-ban-tieu-chuan-i2243927593.html,7,7,4% Off,Hồ Chí Minh,lazada,bike,7,Official
Xe máy Honda WINNER X phiên bản Thể thao,37.795.000 ₫,https://www.lazada.vn/products/xe-may-honda-winner-x-phien-ban-the-thao-i2244337597.html,8,8,5% Off,Hồ Chí Minh,lazada,bike,8,Official
Xe máy Honda BLADE phiên bản Đặc biệt 2023,19.910.000 ₫,https://www.lazada.vn/products/xe-may-honda-blade-phien-ban-dac-biet-2023-i2402252071.html,9,9,5% Off,Hồ Chí Minh,lazada,bike,9,Official
Xe Máy Honda Future 125 FI 2024 - Phiên Bản Tiêu Chuẩn (Phanh Đĩa - Vành Nan Hoa),34.390.000 ₫,https://www.lazada.vn/products/xe-may-honda-future-125-fi-2024-phien-ban-tieu-chuan-phanh-dia-vanh-nan-hoa-i643898060.html,10,10,,"7 Đã bán
(1)
Hồ Chí Minh",lazada,bike,10,
XE MÁY YAMAHA JUPITER FINN PHIÊN BẢN CAO CẤP - CHÍNH HÃNG YAMAHA - Yamaha Town Hương Quỳnh Bắc Ninh,29.000.000 ₫,https://www.lazada.vn/products/xe-may-yamaha-jupiter-finn-phien-ban-cao-cap-chinh-hang-yamaha-yamaha-town-huong-quynh-bac-ninh-i2308544274.html,11,11,,Bắc Ninh,lazada,bike,11,Official
Cx cho Honda pcx160 PCX 160 ABS 2018 2019 2020 2021 2022 tất cả các năm CNC xe mô tô nhôm đòn bẩy ly hợp phanh gấp có thể điều chỉnh mở rộng tay đòn bẩy,495.000 ₫,https://www.lazada.vn/products/cx-cho-honda-pcx160-pcx-160-abs-2018-2019-2020-2021-2022-tat-ca-cac-nam-cnc-xe-mo-to-nhom-don-bay-ly-hop-phanh-gap-co-the-dieu-chinh-mo-rong-tay-don-bay-i2395949615.html,12,12,25% Off,Nước ngoài,lazada,bike,12,
[HCM]XE ĐẠP ĐIỆN DKBIKE SPARTA,15.600.000 ₫,https://www.lazada.vn/products/hcmxe-dap-dien-dkbike-sparta-i1227888858.html,13,13,,"(1)
Hồ Chí Minh",lazada,bike,13,
Phiếu Mua Hàng Vespa Xuân Cầu,30.000.000 ₫,https://www.lazada.vn/products/phieu-mua-hang-vespa-xuan-cau-i1533908871.html,14,14,,"556 Đã bán
(81)
Hà Nội",lazada,bike,14,
[TRẢ GÓP 0%] Xe Máy Điện YADEA VOLTGUARD Dung Lượng Pin 72V38Ah - Xe Điện YADEA VOLTGUARD - Bảo Hành 2 Năm,27.990.000 ₫,https://www.lazada.vn/products/tra-gop-0-xe-may-dien-yadea-voltguard-dung-luong-pin-72v38ah-xe-dien-yadea-voltguard-bao-hanh-2-nam-i2416055325.html,15,15,22% Off,Hà Nội,lazada,bike,15,Official
XE TAY GA TVS NTORQ 125,29.900.000 ₫,https://www.lazada.vn/products/xe-tay-ga-tvs-ntorq-125-i2562593688.html,16,16,9% Off,Hồ Chí Minh,lazada,bike,16,
Xe Máy Yamaha Exciter155 Phiên Bản Giới Hạn ABS,53.000.000 ₫,https://www.lazada.vn/products/xe-may-yamaha-exciter155-phien-ban-gioi-han-abs-i2418203948.html,17,17,,Hồ Chí Minh,lazada,bike,17,
"Xe máy Yamaha Exciter 155 VVA phiên bản xanh GP, MONSTER ENERGY MOTOGP - CHÍNH HÃNG YAMAHA - Yamaha Town Hương Quỳnh Bắc Ninh",51.100.000 ₫,https://www.lazada.vn/products/xe-may-yamaha-exciter-155-vva-phien-ban-xanh-gp-monster-energy-motogp-chinh-hang-yamaha-yamaha-town-huong-quynh-bac-ninh-i2306047214.html,18,18,,Bắc Ninh,lazada,bike,18,Official
Xe Máy Honda LEAD phiên bản đặc biệt 2023,43.571.000 ₫,https://www.lazada.vn/products/xe-may-honda-lead-phien-ban-dac-biet-2023-i1667800176.html,19,19,,"324 Đã bán
(95)
Hồ Chí Minh",lazada,bike,19,
Xe máy Yamaha Jupiter Finn Phiên Bản Cao Cấp 2023,27.800.000 ₫,https://www.lazada.vn/products/xe-may-yamaha-jupiter-finn-phien-ban-cao-cap-2023-i2398197772.html,20,20,,Hồ Chí Minh,lazada,bike,20,
Xe Máy Honda SH160i 2024 - Phiên Bản Đặc Biệt,107.439.000 ₫,https://www.lazada.vn/products/xe-may-honda-sh160i-2024-phien-ban-dac-biet-i2019997757.html,21,21,,Hồ Chí Minh,lazada,bike,21,
Xe máy Honda VISION phiên bản Thể thao,37.839.000 ₫,https://www.lazada.vn/products/xe-may-honda-vision-phien-ban-the-thao-i2244278566.html,22,22,1% Off,Hồ Chí Minh,lazada,bike,22,Official
