title,price,link_item,index_,discount_idx,discount_percent_list,countReviews,type,category,official_idx,official
"Set 20 Khay Giấy Bạc Lót Nồi Chiên Không Dầu, Đĩa Nhôm, Đĩa Giấy Bạc Đường Kính 22cm",11.500 ₫,https://www.lazada.vn/products/set-20-khay-giay-bac-lot-noi-chien-khong-dau-dia-nhom-dia-giay-bac-duong-kinh-22cm-i2115540002.html,19,19,43% Off,"72 Đã bán
(12)
Hà Nội",lazada,homeandlife,19,
Khuôn loaf bánh mì nhôm đúc a01-a02-a03-a04-a05,15.000 ₫,https://www.lazada.vn/products/khuon-loaf-banh-mi-nhom-duc-a01-a02-a03-a04-a05-i1627584705.html,20,20,39% Off,"547 Đã bán
(47)
Hà Nội",lazada,homeandlife,20,
30 cái nồi chiên ít dầu dùng một lần giấy da giấy lót dầu-bằng chứng khay giấy không dính Thảm nướng phụ kiện Nồi chiên không khí Vuông/Tròn,16.000 ₫,https://www.lazada.vn/products/30-cai-noi-chien-it-dau-dung-mot-lan-giay-da-giay-lot-dau-bang-chung-khay-giay-khong-dinh-tham-nuong-phu-kien-noi-chien-khong-khi-vuongtron-i2343330107.html,21,21,45% Off,"231 Đã bán
(35)
Nước ngoài",lazada,homeandlife,21,Official
Combo nồi và chảo nhôm sâu men đá ceramic miệng rót màu xanh sử dụng được trên tất cả các loại bếp - greencook,589.000 ₫,https://www.lazada.vn/products/combo-noi-va-chao-nhom-sau-men-da-ceramic-mieng-rot-mau-xanh-su-dung-duoc-tren-tat-ca-cac-loai-bep-greencook-i2450205199.html,22,22,27% Off,"43 Đã bán
(15)
Hồ Chí Minh",lazada,homeandlife,22,Official
"Khăn đồ xôi ngon, vải hấp xôi / hấp đỗ giúp hấp xôi, đậu đỗ, bánh ngon không bị nhão",19.000 ₫,https://www.lazada.vn/products/khan-do-xoi-ngon-vai-hap-xoi-hap-do-giup-hap-xoi-dau-do-banh-ngon-khong-bi-nhao-i2374152620.html,23,23,,"160 Đã bán
(28)
Bình Dương",lazada,homeandlife,23,
Khuôn bánh quy Vĩnh Trường ( có 3 size),34.500 ₫,https://www.lazada.vn/products/khuon-banh-quy-vinh-truong-co-3-size-i2472590140.html,24,24,,"37 Đã bán
(6)
Hồ Chí Minh",lazada,homeandlife,24,
"Khuôn silicon lá Hoa Hồng 7x3cm đổ bánh rau câu 3D, 4D",19.000 ₫,https://www.lazada.vn/products/khuon-silicon-la-hoa-hong-7x3cm-do-banh-rau-cau-3d-4d-i1378925459.html,25,25,,"89 Đã bán
(7)
Bình Dương",lazada,homeandlife,25,
Khay Giấy Bạc Lót Nồi Chiên Không Dầu Đường Kính 19-22cm Khay Đựng Thực Phẩm Tiện Lợi OKACHI,18.000 ₫,https://www.lazada.vn/products/khay-giay-bac-lot-noi-chien-khong-dau-duong-kinh-19-22cm-khay-dung-thuc-pham-tien-loi-okachi-i2576362180.html,26,26,40% Off,"185 Đã bán
(50)
Hồ Chí Minh",lazada,homeandlife,26,Official
NỒI LẨU INOX NẮP KÍNH SIZE 26CM DÙNG ĐƯỢC CHO BẾP TỪ-NỒI LẨU,50.167 ₫,https://www.lazada.vn/products/noi-lau-inox-nap-kinh-size-26cm-dung-duoc-cho-bep-tu-noi-lau-i2338512220.html,27,27,49% Off,"40 Đã bán
(27)
Hồ Chí Minh",lazada,homeandlife,27,
"HCM-Khuôn Silicon Vuông Chữ Cái & Số Làm Socola, Thạch Rau câu, Pudding, Kẹo Chip CAKESHOP",24.600 ₫,https://www.lazada.vn/products/hcm-khuon-silicon-vuong-chu-cai-so-lam-socola-thach-rau-cau-pudding-keo-chip-cakeshop-i2413795538.html,28,28,44% Off,"26 Đã bán
(8)
Hồ Chí Minh",lazada,homeandlife,28,
[SALE GIẢM - 28 CM ] Chảo nhôm 2 quai chiên xào an toàn hàng công ty size 28 cm. Chảo 2 quai chiên xào,57.000 ₫,https://www.lazada.vn/products/sale-giam-28-cm-chao-nhom-2-quai-chien-xao-an-toan-hang-cong-ty-size-28-cm-chao-2-quai-chien-xao-i523618254.html,29,29,48% Off,"129 Đã bán
(30)
Hồ Chí Minh",lazada,homeandlife,29,
Khuôn Bánh Đậu Xanh Hoa Anh Đào Khuôn Bánh Trung Thu Làm Bánh Da Lạnh Làm Bánh Trung Thu Làm Bánh Mỳ Gia Dụng Kiểu Ấn Tay Mẫu Mới 2024,26.000 ₫,https://www.lazada.vn/products/khuon-banh-dau-xanh-hoa-anh-dao-khuon-banh-trung-thu-lam-banh-da-lanh-lam-banh-trung-thu-lam-banh-my-gia-dung-kieu-an-tay-mau-moi-2024-i2409815928.html,30,30,37% Off,"6 Đã bán
(2)
Nước ngoài",lazada,homeandlife,30,
"Nồi áp suất bí ngô dung tích 5l/8l/8l 2 tầng, chất liệu chống dính cao cấp, dùng được cho mọi loại bếp, hầm cháo, hầm gà tiện dụng",119.000 ₫,https://www.lazada.vn/products/noi-ap-suat-bi-ngo-dung-tich-5l8l8l-2-tang-chat-lieu-chong-dinh-cao-cap-dung-duoc-cho-moi-loai-bep-ham-chao-ham-ga-tien-dung-i2449372052.html,31,31,14% Off,Hồ Chí Minh,lazada,homeandlife,31,
"Hũ bánh flan Vĩnh Trường số 0 125ml ( 50 hủ ) - Hủ làm bánh flan, Caramen có nắp CAO CẤP chịu nhiệt an toàn",35.200 ₫,https://www.lazada.vn/products/hu-banh-flan-vinh-truong-so-0-125ml-50-hu-hu-lam-banh-flan-caramen-co-nap-cao-cap-chiu-nhiet-an-toan-i1782343012.html,32,32,26% Off,"111 Đã bán
(27)
Hồ Chí Minh",lazada,homeandlife,32,
"[VOUHCER 10% TỪ 15/5-17/5] HCM-Khuôn Silicon Phomai Cheese Dễ Thương Làm Socola Đậu Hũ Non, khuôn làm bánh khuôn Rau câu Pudding (Phô Mai) CAKESHOP",30.300 ₫,https://www.lazada.vn/products/vouhcer-10-tu-155-175-hcm-khuon-silicon-phomai-cheese-de-thuong-lam-socola-dau-hu-non-khuon-lam-banh-khuon-rau-cau-pudding-pho-mai-cakeshop-i2414026560.html,33,33,44% Off,"187 Đã bán
(14)
Hồ Chí Minh",lazada,homeandlife,33,
bánh tráng trắng cắt sẵn làm bánh tráng trộn[1kg],29.900 ₫,https://www.lazada.vn/products/banh-trang-trang-cat-san-lam-banh-trang-tron1kg-i1876066620.html,34,34,,"28 Đã bán
(3)
Hồ Chí Minh",lazada,homeandlife,34,
Nồi Chiên Rán Inox 304 Nồi Chiên Dầu Nhỏ Gia Dụng Nồi Xiên Chiên Nhỏ Bếp Từ Nồi Chiên Nhỏ Tiết Kiệm Dầu Mini Không Có Lớp Phủ,107.000 ₫,https://www.lazada.vn/products/noi-chien-ran-inox-304-noi-chien-dau-nho-gia-dung-noi-xien-chien-nho-bep-tu-noi-chien-nho-tiet-kiem-dau-mini-khong-co-lop-phu-i2511643535.html,35,35,33% Off,"21 Đã bán
(6)
Nước ngoài",lazada,homeandlife,35,
Chảo chiên chống dính đáy từ 21cm/ 24cm/ 28cm Tefal So Chef,230.000 ₫,https://www.lazada.vn/products/chao-chien-chong-dinh-day-tu-21cm-24cm-28cm-tefal-so-chef-i2123384297.html,36,36,41% Off,"99 Đã bán
(36)
Hồ Chí Minh",lazada,homeandlife,36,
[HCM]Combo 10 Khuôn Cupcake Silicon/ Khuôn Làm Bánh Bông Lan Cupcake Muffin Thạch Rau Câu (7cm),26.000 ₫,https://www.lazada.vn/products/hcmcombo-10-khuon-cupcake-silicon-khuon-lam-banh-bong-lan-cupcake-muffin-thach-rau-cau-7cm-i748218281.html,37,37,13% Off,"287 Đã bán
(55)
Hồ Chí Minh",lazada,homeandlife,37,
"Hũ thủy tinh trơn làm sữa chua, caramen 200ml béo có nắp",4.900 ₫,https://www.lazada.vn/products/hu-thuy-tinh-tron-lam-sua-chua-caramen-200ml-beo-co-nap-i1230568136.html,38,38,42% Off,"939 Đã bán
(30)
Hà Nội",lazada,homeandlife,38,
"Set 20 Khay Giấy Bạc Lót Nồi Chiên Không Dầu, Đĩa Nhôm, đĩa giấy bạc Đường Kính 18CM , Khay Giấy Bạc Lót Nồi Chiên Không Dầu, Khuôn Giấy Bạc, Giấy Bạc Nướng Đủ Các Size",11.000 ₫,https://www.lazada.vn/products/set-20-khay-giay-bac-lot-noi-chien-khong-dau-dia-nhom-dia-giay-bac-duong-kinh-18cm-khay-giay-bac-lot-noi-chien-khong-dau-khuon-giay-bac-giay-bac-nuong-du-cac-size-i1722852990.html,39,39,48% Off,"34 Đã bán
(5)
Hà Nội",lazada,homeandlife,39,
Khay Nướng Bánh Hình Vuông Chống Dính Có Tay Cầm Silicon Cách Nhiệt Cao Cấp Uncle Bills KC0293 - Hàng Nhập Khẩu,159.000 ₫,https://www.lazada.vn/products/khay-nuong-banh-hinh-vuong-chong-dinh-co-tay-cam-silicon-cach-nhiet-cao-cap-uncle-bills-kc0293-hang-nhap-khau-i373376.html,40,40,,"254 Đã bán
(43)
Hồ Chí Minh",lazada,homeandlife,40,Official
Chảo Nướng Bánh Hình Tròn Bằng Silicon Khuôn Làm Bánh 6 Inch Dụng Cụ Nướng Bánh Chống Dính Cho Lò Nướng Gia Dụng,38.807 ₫,https://www.lazada.vn/products/chao-nuong-banh-hinh-tron-bang-silicon-khuon-lam-banh-6-inch-dung-cu-nuong-banh-chong-dinh-cho-lo-nuong-gia-dung-i2021923679.html,1,1,48% Off,"55 Đã bán
(8)
Nước ngoài",lazada,homeandlife,1,Official
Khay nướng bánh pizza các loại kích cỡ,30.000 ₫,https://www.lazada.vn/products/khay-nuong-banh-pizza-cac-loai-kich-co-i1257757712.html,2,2,,"269 Đã bán
(42)
Hà Nội",lazada,homeandlife,2,
"1 bịch 0.5kg dây thun cao su vàng, dây chun cao su vàng cột tiền bền dẻo đẹp",30.000 ₫,https://www.lazada.vn/products/1-bich-05kg-day-thun-cao-su-vang-day-chun-cao-su-vang-cot-tien-ben-deo-dep-i1471083927.html,3,3,14% Off,"329 Đã bán
(53)
Hồ Chí Minh",lazada,homeandlife,3,
Nồi Cơm Điện mini 1L-1.2L-1.8L CUCKOO CR387 - Kiểu dáng Hàn Quốc đáng yêu,195.000 ₫,https://www.lazada.vn/products/noi-com-dien-mini-1l-12l-18l-cuckoo-cr387-kieu-dang-han-quoc-dang-yeu-i2385979954.html,4,4,,"9 Đã bán
Hòa Bình",lazada,homeandlife,4,
[HCM]Bộ 6 Đầu Bắt Kem Kèm Túi Đựng Bánh Xanh B062,19.999 ₫,https://www.lazada.vn/products/hcmbo-6-dau-bat-kem-kem-tui-dung-banh-xanh-b062-i1466440870.html,5,5,43% Off,"797 Đã bán
(149)
Hồ Chí Minh",lazada,homeandlife,5,
[Giá Bán Buôn] Tay Cầm Nắp Nồi Gỗ Đặc Chống Bỏng Tròn Thông Dụng/Núm Nâng Vung Nồi Thay Thế Chịu Nhiệt/Phụ Kiện Dụng Cụ Nhà Bếp,9.900 ₫,https://www.lazada.vn/products/gia-ban-buon-tay-cam-nap-noi-go-dac-chong-bong-tron-thong-dungnum-nang-vung-noi-thay-the-chiu-nhietphu-kien-dung-cu-nha-bep-i2195102267.html,6,6,50% Off,Nước ngoài,lazada,homeandlife,6,
Nồi Bánh Hamburger Trứng Nồi Chiên Trứng Gia Dụng Bữa Sáng Nồi Chiên Bánh Đế Bằng Nhỏ Bốn Lỗ Nồi Chiên Trứng Dụng Cụ Thần Thánh Chảo Chống Dính,117.000 ₫,https://www.lazada.vn/products/noi-banh-hamburger-trung-noi-chien-trung-gia-dung-bua-sang-noi-chien-banh-de-bang-nho-bon-lo-noi-chien-trung-dung-cu-than-thanh-chao-chong-dinh-i2511649510.html,7,7,46% Off,Nước ngoài,lazada,homeandlife,7,
"Khuôn silicon làm bánh, đồ ăn dặm, làm xúc xích có nắp đậy cho bé",24.867 ₫,https://www.lazada.vn/products/khuon-silicon-lam-banh-do-an-dam-lam-xuc-xich-co-nap-day-cho-be-i1741935943.html,8,8,29% Off,"280 Đã bán
(35)
Hồ Chí Minh",lazada,homeandlife,8,
BỘ 50 KHUÔN BÁNH BÒ NHÔM HÌNH BÔNG CÚC 6 CM,144.000 ₫,https://www.lazada.vn/products/bo-50-khuon-banh-bo-nhom-hinh-bong-cuc-6-cm-i1242143082.html,9,9,13% Off,"44 Đã bán
(8)
Hồ Chí Minh",lazada,homeandlife,9,
Khuôn ép xôi hình hoa hồng 02,14.000 ₫,https://www.lazada.vn/products/khuon-ep-xoi-hinh-hoa-hong-02-i167183705.html,10,10,33% Off,"1.4K Đã bán
(164)
Hà Nội",lazada,homeandlife,10,
XÔI CHIÊN PHỒNG CẮT KHÚC 3 MÀU 1kg (giao tphcm),69.000 ₫,https://www.lazada.vn/products/xoi-chien-phong-cat-khuc-3-mau-1kg-giao-tphcm-i2372794562.html,11,11,14% Off,"20 Đã bán
(8)
Hồ Chí Minh",lazada,homeandlife,11,
KHUÔN TRÒN ĐẾ LIỀN,29.000 ₫,https://www.lazada.vn/products/khuon-tron-de-lien-i2203756617.html,12,12,,"36 Đã bán
(12)
Hồ Chí Minh",lazada,homeandlife,12,
"Nắp vung nồi INOX núm tròn dùng cho nồi- chảo- quánh...đủ size 14, 16, 18, 20, 22, 24, 26, 28, 30, 32",116.000 ₫,https://www.lazada.vn/products/nap-vung-noi-inox-num-tron-dung-cho-noi-chao-quanhdu-size-14-16-18-20-22-24-26-28-30-32-i1316326018.html,13,13,,"29 Đã bán
(14)
Hà Nội",lazada,homeandlife,13,
THM 10 tế bào Dog Cat Paw Silicone khuôn bánh cho Biscuit Jelly Baking Pan khay đá,10.980 ₫,https://www.lazada.vn/products/thm-10-te-bao-dog-cat-paw-silicone-khuon-banh-cho-biscuit-jelly-baking-pan-khay-da-i2455407360.html,14,14,41% Off,"59 Đã bán
(4)
Hà Nội",lazada,homeandlife,14,
Khuôn bánh mì gối đúc A04 16cm,30.000 ₫,https://www.lazada.vn/products/khuon-banh-mi-goi-duc-a04-16cm-i2117791905.html,15,15,,"81 Đã bán
(10)
Hồ Chí Minh",lazada,homeandlife,15,
Bộ 2 chảo chống dính đáy từ vân đá size 22-28 cm Green Cook GCP02 - Hàng chính hãng,379.000 ₫,https://www.lazada.vn/products/bo-2-chao-chong-dinh-day-tu-van-da-size-22-28-cm-green-cook-gcp02-hang-chinh-hang-i358970158.html,16,16,43% Off,"1.1K Đã bán
(343)
Hồ Chí Minh",lazada,homeandlife,16,Official
Khuôn Bánh Nếp Nướng Bánh Rán Chảo Chiên Bánh Tôm Chiên Khuôn Không Dính Thép Không Gỉ Muỗng Bánh Hàu Biển Bánh Khoai Tây Gia Dụng Cỡ Lớn,70.000 ₫,https://www.lazada.vn/products/khuon-banh-nep-nuong-banh-ran-chao-chien-banh-tom-chien-khuon-khong-dinh-thep-khong-gi-muong-banh-hau-bien-banh-khoai-tay-gia-dung-co-lon-i2511683395.html,17,17,29% Off,Nước ngoài,lazada,homeandlife,17,
Bánh Sinh Nhật Nhiều Màu Trang Trí Bánh Donut Tráng Miệng Nướng Hỗn Hợp Trái Tim Đường Cong Vòng Tròn Đường Tròn Trang Trí Kem,29.000 ₫,https://www.lazada.vn/products/banh-sinh-nhat-nhieu-mau-trang-tri-banh-donut-trang-mieng-nuong-hon-hop-trai-tim-duong-cong-vong-tron-duong-tron-trang-tri-kem-i2385453907.html,18,18,15% Off,"41 Đã bán
(13)
Nước ngoài",lazada,homeandlife,18,
BỘ KHUÔN BÁNH BÒ - SƯƠNG SA NHÔM 24 MÓN,80.000 ₫,https://www.lazada.vn/products/bo-khuon-banh-bo-suong-sa-nhom-24-mon-i1152604091.html,19,19,,"439 Đã bán
(79)
Hồ Chí Minh",lazada,homeandlife,19,
"Khuôn Làm Bánh Sandwich Nướng Mini Dùng Gas Cắm Trại Gia Dụng, Khay Nướng Bánh Mỳ Hai Mặt, Khay Ăn Sáng Không Dính, Chảo Kẹp Xúc Xích",151.000 ₫,https://www.lazada.vn/products/khuon-lam-banh-sandwich-nuong-mini-dung-gas-cam-trai-gia-dung-khay-nuong-banh-my-hai-mat-khay-an-sang-khong-dinh-chao-kep-xuc-xich-i2511634598.html,20,20,69% Off,"5 Đã bán
(3)
Nước ngoài",lazada,homeandlife,20,
[HCM]Khuôn bánh khọt KIM HẰNG chống dính chính hãng,325.000 ₫,https://www.lazada.vn/products/hcmkhuon-banh-khot-kim-hang-chong-dinh-chinh-hang-i465196024.html,21,21,6% Off,"202 Đã bán
(45)
Hồ Chí Minh",lazada,homeandlife,21,
"🍱 Bộ 10 khuôn Rau câu (Đông sương), miệng rộng 8 cm",21.900 ₫,https://www.lazada.vn/products/bo-10-khuon-rau-cau-dong-suong-mieng-rong-8-cm-i1227582639.html,22,22,,"1.2K Đã bán
(172)
Hồ Chí Minh",lazada,homeandlife,22,
CHẢO SIÊU CHỐNG DÍNH 2 QUAI 22CM SÂU LÒNG TIỆN DỤNG,49.000 ₫,https://www.lazada.vn/products/chao-sieu-chong-dinh-2-quai-22cm-sau-long-tien-dung-i2037891033.html,23,23,50% Off,"322 Đã bán
(70)
Hồ Chí Minh",lazada,homeandlife,23,
Khay Nướng Không Dính Dùng Cho Thương Mại Khuôn Nướng Lớn Chuyên Dùng Cho Bánh Mì Không Dính Bánh Mì Bánh Mì Bánh Mì Bánh Nhôm Hình Chữ Nhật Sâu 3 60x40,164.000 ₫,https://www.lazada.vn/products/khay-nuong-khong-dinh-dung-cho-thuong-mai-khuon-nuong-lon-chuyen-dung-cho-banh-mi-khong-dinh-banh-mi-banh-mi-banh-mi-banh-nhom-hinh-chu-nhat-sau-3-60x40-i2511653479.html,24,24,38% Off,Nước ngoài,lazada,homeandlife,24,
KS🍳chảo chống dính dùng mọi loại bếp Chảo Tuyết Phong Cách Nhật Bản Nồi Thức Ăn Bổ Sung Cho Bé Nồi Bếp Từ Bếp Ga Nồi Chống Dính Thông Dụng Nồi Sữa Đá Gạo Lúa Mì Mì Ăn Liền Ký Túc Xá,90.000 ₫,https://www.lazada.vn/products/kschao-chong-dinh-dung-moi-loai-bep-chao-tuyet-phong-cach-nhat-ban-noi-thuc-an-bo-sung-cho-be-noi-bep-tu-bep-ga-noi-chong-dinh-thong-dung-noi-sua-da-gao-lua-mi-mi-an-lien-ky-tuc-xa-i2053863080.html,25,25,50% Off,"328 Đã bán
(174)
Nước ngoài",lazada,homeandlife,25,Official
Dụng Cụ Thần Thánh Gia Dụng Bánh Chưng Khuôn Bánh Chưng Cho Bánh Chưng Hình Tam Giác Quảng Tây Dụng Cụ Thương Mại Gỗ Tự Nhiên,40.000 ₫,https://www.lazada.vn/products/dung-cu-than-thanh-gia-dung-banh-chung-khuon-banh-chung-cho-banh-chung-hinh-tam-giac-quang-tay-dung-cu-thuong-mai-go-tu-nhien-i2404142175.html,26,26,45% Off,"18 Đã bán
(3)
Nước ngoài",lazada,homeandlife,26,
CHEFMADE Khuôn Nướng Bánh Muffin Chống Dính 12 Cốc Khuôn Nướng Bánh Mì Khay Nướng Bánh WK9067/WK9298,263.813 ₫,https://www.lazada.vn/products/chefmade-khuon-nuong-banh-muffin-chong-dinh-12-coc-khuon-nuong-banh-mi-khay-nuong-banh-wk9067wk9298-i245534037.html,27,27,59% Off,"70 Đã bán
(33)
Nước ngoài",lazada,homeandlife,27,
Khuôn Bánh Trung Thu Dụng Cụ Mài Bánh Đậu Xanh Kiểu Ép Tay Khuôn Bánh Ngọt Da Lạnh Hoa Anh Đào Nướng Dụng Cụ Mô Hình Dập Hoa,39.000 ₫,https://www.lazada.vn/products/khuon-banh-trung-thu-dung-cu-mai-banh-dau-xanh-kieu-ep-tay-khuon-banh-ngot-da-lanh-hoa-anh-dao-nuong-dung-cu-mo-hinh-dap-hoa-i2413912380.html,28,28,,"54 Đã bán
(22)
Nước ngoài",lazada,homeandlife,28,
"Nồi inox bếp từ, nồi lẩu inox bắt bếp từ - nồi 26cm nắp kính - bắt từ phù hợp cho mọi loại bếp, chất liệu inox an toàn, tiện dụng",69.000 ₫,https://www.lazada.vn/products/noi-inox-bep-tu-noi-lau-inox-bat-bep-tu-noi-26cm-nap-kinh-bat-tu-phu-hop-cho-moi-loai-bep-chat-lieu-inox-an-toan-tien-dung-i997252191.html,29,29,39% Off,"84 Đã bán
(21)
Hà Nội",lazada,homeandlife,29,
